type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,target
0.0,0.6304347826086953,0.5432098765432158,0.2844574780058652,0.3232044198895027,0.1581027667984189,0.0
1.0,0.1739130434782509,0.2222222222222214,0.0885630498533724,0.6533149171270718,0.4782608695652173,0.0
0.0,0.6739130434782581,0.5925925925925952,0.4375366568914955,0.2569060773480663,0.5889328063241106,0.0
0.0,0.3369565217391255,0.4320987654321016,0.2516129032258065,0.3950276243093922,0.7667984189723319,0.0
0.0,0.3369565217391255,0.3703703703703738,0.2005865102639297,0.4461325966850828,0.4980237154150197,0.0
1.0,0.891304347826086,0.8888888888888857,0.2563049853372434,0.3674033149171271,0.5138339920948616,0.0
0.0,0.3152173913043441,0.2839506172839492,0.2797653958944281,0.361878453038674,0.0118577075098814,0.0
0.0,0.2391304347826022,0.3827160493827222,0.1736070381231672,0.4861878453038674,0.5019762845849802,0.0
0.0,0.9021739130434768,0.827160493827158,0.1390029325513196,0.5828729281767955,0.5059288537549407,0.0
0.0,0.5108695652173907,0.7037037037037024,0.1771260997067448,0.5773480662983425,0.7391304347826086,0.0
1.0,0.3695652173912975,0.5061728395061778,0.0950146627565983,0.6878453038674033,0.5296442687747035,0.0
1.0,0.2826086956521649,0.4074074074074119,0.2046920821114369,0.5124309392265193,0.1660079051383399,0.0
1.0,0.8478260869565233,0.7037037037037024,0.3812316715542523,0.2693370165745856,0.6363636363636364,0.0
1.0,0.5217391304347814,0.4691358024691396,0.1648093841642228,0.5386740331491712,0.1976284584980237,0.0
0.0,0.3478260869565162,0.4444444444444499,0.2592375366568915,0.4046961325966851,0.4308300395256916,0.0
0.0,0.7608695652173907,0.6913580246913611,0.1513196480938416,0.5248618784530386,0.3794466403162055,0.0
1.0,0.3478260869565162,0.3580246913580325,0.1190615835777126,0.6988950276243093,0.1739130434782608,0.0
0.0,0.3695652173912975,0.4938271604938293,0.2850439882697947,0.3674033149171271,0.3636363636363636,0.0
1.0,0.7499999999999929,0.5432098765432158,0.2293255131964809,0.425414364640884,0.067193675889328,0.0
0.0,0.3478260869565162,0.481481481481488,0.1395894428152493,0.5207182320441989,0.4150197628458498,0.0
2.0,0.7282608695652115,0.5061728395061778,0.0580645161290322,0.7389502762430938,0.5810276679841897,1.0
1.0,0.5543478260869534,0.5802469135802468,0.2129032258064516,0.4488950276243094,0.0830039525691699,0.0
0.0,0.7826086956521721,0.7160493827160508,0.2909090909090909,0.3508287292817679,0.1936758893280632,0.0
2.0,0.7499999999999929,0.7530864197530889,0.0873900293255132,0.80939226519337,0.1225296442687746,0.0
0.0,0.2608695652173836,0.3827160493827222,0.4193548387096775,0.2859116022099447,0.7351778656126482,0.0
1.0,0.4130434782608674,0.3580246913580325,0.1865102639296187,0.5704419889502762,0.7312252964426877,0.0
0.0,0.3586956521739139,0.3333333333333357,0.1782991202346041,0.5400552486187844,0.150197628458498,0.0
0.0,0.9673913043478208,0.9506172839506136,0.2715542521994135,0.3853591160220994,0.0909090909090909,0.0
1.0,0.3152173913043441,0.4197530864197603,0.1618768328445747,0.6243093922651933,0.3043478260869565,0.0
1.0,0.7173913043478208,0.481481481481488,0.2170087976539589,0.425414364640884,0.83399209486166,0.0
0.0,0.2282608695652115,0.3827160493827222,0.1648093841642228,0.6339779005524862,0.5217391304347826,0.0
0.0,0.7934782608695627,0.6296296296296333,0.1788856304985338,0.4502762430939226,0.6324110671936758,0.0
0.0,0.6521739130434767,0.6666666666666714,0.1360703812316716,0.5276243093922651,0.8735177865612648,0.0
1.0,0.6956521739130395,0.6296296296296333,0.1964809384164223,0.5055248618784529,0.1897233201581027,0.0
1.0,0.5108695652173907,0.5555555555555571,0.1243401759530792,0.654696132596685,0.7509881422924901,0.0
0.0,0.25,0.3703703703703738,0.2586510263929619,0.4709944751381215,0.3122529644268774,0.0
0.0,0.4565217391304301,0.3827160493827222,0.4598240469208212,0.229281767955801,0.6482213438735177,0.0
1.0,0.7282608695652115,0.7160493827160508,0.1085043988269794,0.6698895027624309,0.2134387351778656,0.0
0.0,0.1739130434782509,0.2469135802469111,0.2164222873900293,0.4958563535911602,0.4901185770750987,0.0
0.0,0.7717391304347743,0.6296296296296333,0.2961876832844575,0.3453038674033149,0.592885375494071,0.0
0.0,0.1847826086956487,0.2716049382716008,0.182991202346041,0.5842541436464088,0.683794466403162,0.0
0.0,0.8260869565217348,0.8395061728395063,0.2944281524926686,0.3908839779005525,0.3359683794466403,0.0
0.0,0.5108695652173907,0.6790123456790127,0.1894428152492668,0.4709944751381215,0.2292490118577075,0.0
2.0,0.5108695652173907,0.4691358024691396,0.3519061583577714,0.2914364640883978,0.2766798418972331,0.0
1.0,0.3804347826086953,0.5432098765432158,0.2369501466275659,0.3798342541436464,0.5810276679841897,0.0
0.0,0.3260869565217348,0.4567901234567912,0.2281524926686217,0.4392265193370166,0.5454545454545454,0.0
0.0,0.3152173913043441,0.2716049382716008,0.3906158357771261,0.2734806629834254,0.2727272727272727,0.0
0.0,0.3478260869565162,0.3209876543209944,0.3695014662756599,0.2886740331491713,0.1067193675889328,0.0
2.0,0.2717391304347814,0.4074074074074119,0.1343108504398827,0.6215469613259668,0.0909090909090909,0.0
0.0,0.5217391304347814,0.4567901234567912,0.1483870967741936,0.6008287292817679,0.5019762845849802,0.0
0.0,0.2934782608695627,0.3580246913580325,0.1460410557184751,0.734806629834254,0.1699604743083003,0.0
1.0,0.7717391304347743,0.6666666666666714,0.175366568914956,0.5787292817679558,0.7905138339920948,0.0
1.0,0.5760869565217348,0.5061728395061778,0.3008797653958944,0.3770718232044199,0.7391304347826086,0.0
0.0,0.3043478260869534,0.4320987654321016,0.3642228739002933,0.319060773480663,0.3280632411067193,0.0
0.0,0.4565217391304301,0.5308641975308674,0.1882697947214077,0.4792817679558011,0.2055335968379446,0.0
1.0,0.3913043478260789,0.5061728395061778,0.3841642228739004,0.2624309392265193,0.0711462450592885,0.0
0.0,0.5434782608695627,0.7407407407407405,0.4739002932551319,0.2555248618784531,0.4782608695652173,0.0
1.0,0.3695652173912975,0.4074074074074119,0.3882697947214077,0.3038674033149171,0.5138339920948616,0.0
1.0,0.4130434782608674,0.4691358024691396,0.0926686217008797,0.6132596685082873,0.3399209486166007,0.0
1.0,0.4021739130434767,0.5802469135802468,0.1249266862170088,0.5718232044198894,0.4822134387351778,0.0
0.0,0.5869565217391255,0.6790123456790127,0.4087976539589444,0.2831491712707182,0.0948616600790513,0.0
1.0,0.3586956521739139,0.5061728395061778,0.1395894428152493,0.5676795580110496,0.4545454545454545,0.0
2.0,0.3152173913043441,0.2716049382716008,0.1818181818181818,0.4958563535911602,0.7154150197628458,0.0
1.0,0.3695652173912975,0.518518518518519,0.5290322580645161,0.1988950276243093,0.8102766798418972,0.0
0.0,0.5869565217391255,0.518518518518519,0.3483870967741935,0.3149171270718232,0.5889328063241106,0.0
0.0,0.9130434782608674,0.8024691358024683,0.2568914956011731,0.4295580110497237,0.3636363636363636,0.0
0.0,0.3913043478260789,0.3456790123456841,0.1677419354838709,0.5649171270718232,0.5375494071146245,0.0
1.0,0.7173913043478208,0.4938271604938293,0.2064516129032259,0.4433701657458563,0.8063241106719367,0.0
0.0,0.3260869565217348,0.4567901234567912,0.1683284457478006,0.585635359116022,0.0395256916996047,0.0
0.0,0.2391304347826022,0.3580246913580325,0.0158357771260997,0.8080110497237568,0.1106719367588932,0.0
0.0,0.9021739130434768,0.901234567901234,0.2416422287390029,0.3839779005524862,0.2055335968379446,0.0
1.0,0.4347826086956488,0.3950617283950635,0.397067448680352,0.2886740331491713,0.3992094861660079,0.0
1.0,0.25,0.3580246913580325,0.1366568914956012,0.574585635359116,0.5454545454545454,0.0
0.0,0.3043478260869534,0.2962962962963047,0.2551319648093841,0.4005524861878453,0.2569169960474308,0.0
0.0,0.7282608695652115,0.6172839506172849,0.3032258064516129,0.3356353591160221,0.1541501976284585,0.0
1.0,0.2282608695652115,0.4074074074074119,0.1988269794721407,0.4585635359116022,0.5810276679841897,0.0
2.0,0.4456521739130394,0.4074074074074119,0.2498533724340176,0.4129834254143646,0.5138339920948616,0.0
0.0,0.6739130434782581,0.6172839506172849,0.2961876832844575,0.3328729281767956,0.533596837944664,0.0
1.0,0.5760869565217348,0.6172839506172849,0.1214076246334311,0.5400552486187844,0.7509881422924901,0.0
0.0,0.1630434782608674,0.2592592592592595,0.175366568914956,0.4917127071823204,0.4822134387351778,0.0
0.0,0.6521739130434767,0.5308641975308674,0.2838709677419355,0.3812154696132596,0.0,0.0
0.0,0.9347826086956488,0.864197530864196,0.363049853372434,0.2831491712707182,0.6245059288537549,0.0
0.0,0.8586956521739069,0.8395061728395063,0.1976539589442816,0.4986187845303867,0.5770750988142292,0.0
0.0,0.6521739130434767,0.654320987654323,0.2351906158357771,0.4392265193370166,0.7984189723320158,0.0
0.0,0.1630434782608674,0.2345679012345698,0.2387096774193549,0.4668508287292818,0.4980237154150197,0.0
2.0,0.8152173913043441,0.654320987654323,0.1495601173020528,0.548342541436464,0.1857707509881422,0.0
1.0,0.6086956521739069,0.6296296296296333,0.4733137829912024,0.2196132596685082,0.5375494071146245,0.0
1.0,0.4239130434782581,0.3456790123456841,0.2023460410557185,0.462707182320442,0.533596837944664,0.0
0.0,0.4130434782608674,0.5432098765432158,0.1378299120234604,0.5165745856353591,0.7312252964426877,0.0
1.0,0.6413043478260789,0.654320987654323,0.1425219941348974,0.5193370165745855,0.5177865612648221,0.0
2.0,0.3695652173912975,0.3580246913580325,0.1865102639296187,0.548342541436464,0.3320158102766798,0.0
0.0,0.1956521739130394,0.3333333333333357,0.2041055718475073,0.5055248618784529,0.6521739130434783,0.0
0.0,0.3478260869565162,0.2839506172839492,0.2598240469208212,0.3591160220994475,0.6324110671936758,0.0
0.0,0.5543478260869534,0.7407407407407405,0.1126099706744868,0.5994475138121547,0.0118577075098814,0.0
0.0,0.4021739130434767,0.5679012345679055,0.2363636363636364,0.4226519337016574,0.3280632411067193,0.0
0.0,0.2717391304347814,0.3333333333333357,0.2527859237536657,0.3908839779005525,0.7233201581027667,0.0
1.0,0.2282608695652115,0.2839506172839492,0.2463343108504398,0.425414364640884,0.7154150197628458,0.0
1.0,0.6847826086956488,0.6296296296296333,0.0950146627565983,0.6312154696132596,0.5533596837944663,0.0
0.0,0.2934782608695627,0.2592592592592595,0.313782991202346,0.3149171270718232,0.0355731225296442,0.0
1.0,0.6739130434782581,0.6666666666666714,0.1296187683284457,0.4999999999999999,0.3715415019762845,0.0
1.0,0.4130434782608674,0.5679012345679055,0.0304985337243401,0.7624309392265193,0.3201581027667984,0.0
1.0,0.7173913043478208,0.6666666666666714,0.1167155425219941,0.660220994475138,0.7272727272727272,0.0
1.0,0.7717391304347743,0.5925925925925952,0.1870967741935484,0.4544198895027625,0.6482213438735177,0.0
0.0,0.9130434782608674,0.8395061728395063,0.2645161290322581,0.4530386740331492,0.7351778656126482,0.0
1.0,0.9456521739130396,0.9259259259259238,0.1501466275659824,0.691988950276243,0.0276679841897233,0.0
1.0,0.5434782608695627,0.7283950617283992,0.2557184750733138,0.3964088397790055,0.4545454545454545,0.0
0.0,0.6956521739130395,0.6172839506172849,0.2697947214076246,0.3881215469613259,0.758893280632411,0.0
0.0,0.1521739130434696,0.2469135802469111,0.4375366568914955,0.2776243093922652,0.4426877470355731,0.0
1.0,0.7282608695652115,0.5925925925925952,0.3765395894428152,0.2941988950276243,0.3438735177865612,0.0
0.0,0.4021739130434767,0.5432098765432158,0.4134897360703813,0.2403314917127071,0.0513833992094861,0.0
0.0,0.3804347826086953,0.3827160493827222,0.2005865102639297,0.5607734806629834,0.217391304347826,0.0
1.0,0.5652173913043441,0.7654320987654302,0.3219941348973607,0.3273480662983425,0.826086956521739,0.0
0.0,0.4021739130434767,0.5679012345679055,0.187683284457478,0.5414364640883977,0.3596837944664031,0.0
0.0,0.5760869565217348,0.7407407407407405,0.2181818181818182,0.4972375690607735,0.0,0.0
0.0,0.7282608695652115,0.6666666666666714,0.1126099706744868,0.7168508287292817,0.6205533596837944,0.0
1.0,0.6195652173912976,0.6913580246913611,0.1601173020527859,0.5207182320441989,0.225296442687747,0.0
0.0,0.7717391304347743,0.5432098765432158,0.1454545454545455,0.5511049723756906,0.4110671936758893,0.0
0.0,0.6521739130434767,0.5925925925925952,0.1225806451612904,0.5801104972375689,0.2490118577075098,0.0
0.0,0.7499999999999929,0.6419753086419746,0.1906158357771261,0.4171270718232044,0.1936758893280632,0.0
0.0,0.7282608695652115,0.5308641975308674,0.3818181818181818,0.2638121546961325,0.7035573122529644,0.0
0.0,0.2282608695652115,0.3580246913580325,0.3747800586510263,0.287292817679558,0.3122529644268774,0.0
2.0,0.5760869565217348,0.5308641975308674,0.1771260997067448,0.5552486187845304,0.3833992094861659,0.0
0.0,0.5869565217391255,0.790123456790127,0.1859237536656891,0.5552486187845304,0.6126482213438734,0.0
1.0,0.3695652173912975,0.5061728395061778,0.2281524926686217,0.5290055248618785,0.7905138339920948,0.0
0.0,0.2282608695652115,0.4567901234567912,0.1712609970674486,0.5759668508287292,0.3715415019762845,0.0
0.0,0.6413043478260789,0.654320987654323,0.2868035190615836,0.4033149171270718,0.7905138339920948,0.0
0.0,0.4239130434782581,0.6172839506172849,0.3260997067448681,0.3204419889502762,0.8893280632411067,1.0
0.0,0.7499999999999929,0.7160493827160508,0.3302052785923755,0.3784530386740331,0.6798418972332015,0.0
1.0,0.1739130434782509,0.2962962962963047,0.1771260997067448,0.55939226519337,0.8656126482213438,0.0
1.0,0.7826086956521721,0.654320987654323,0.2240469208211144,0.4392265193370166,0.7509881422924901,0.0
0.0,0.4999999999999929,0.481481481481488,0.0580645161290322,0.766574585635359,0.6442687747035573,0.0
1.0,0.7826086956521721,0.5925925925925952,0.4322580645161291,0.2458563535911602,0.5177865612648221,0.0
0.0,0.4021739130434767,0.5432098765432158,0.2052785923753666,0.4447513812154696,0.225296442687747,0.0
1.0,0.5326086956521721,0.4691358024691396,0.1624633431085044,0.5953038674033149,0.0909090909090909,0.0
0.0,0.7608695652173907,0.6913580246913611,0.1618768328445747,0.5621546961325966,0.3280632411067193,0.0
0.0,0.7717391304347743,0.6913580246913611,0.1237536656891495,0.6450276243093922,0.2015810276679841,0.0
2.0,0.6086956521739069,0.5925925925925952,0.1941348973607038,0.5165745856353591,0.1936758893280632,0.0
1.0,0.5652173913043441,0.7654320987654302,0.2903225806451613,0.4337016574585636,0.3833992094861659,0.0
0.0,0.4999999999999929,0.5802469135802468,0.1395894428152493,0.5787292817679558,0.7035573122529644,0.0
0.0,0.3260869565217348,0.4567901234567912,0.2563049853372434,0.3825966850828729,0.4268774703557312,0.0
0.0,0.2391304347826022,0.3580246913580325,0.1167155425219941,0.6864640883977899,0.758893280632411,0.0
1.0,0.6086956521739069,0.5308641975308674,0.1378299120234604,0.5911602209944751,0.7944664031620553,0.0
0.0,0.4130434782608674,0.5925925925925952,0.2621700879765396,0.4433701657458563,0.6877470355731224,0.0
0.0,0.6195652173912976,0.8024691358024683,0.1929618768328446,0.4986187845303867,0.2411067193675889,0.0
0.0,0.2826086956521649,0.4938271604938293,0.5941348973607039,0.1795580110497237,0.1067193675889328,0.0
0.0,0.3260869565217348,0.4074074074074119,0.2791788856304985,0.3922651933701658,0.7075098814229248,0.0
0.0,0.2065217391304301,0.3209876543209944,0.3002932551319648,0.3342541436464089,0.7430830039525691,0.0
2.0,0.5978260869565162,0.6049382716049436,0.1665689149560117,0.5566298342541436,0.5375494071146245,0.0
0.0,0.8152173913043441,0.8518518518518547,0.1648093841642228,0.4917127071823204,0.0869565217391304,0.0
0.0,0.2173913043478208,0.3456790123456841,0.1894428152492668,0.5276243093922651,0.5612648221343873,0.0
0.0,0.7934782608695627,0.7654320987654302,0.1595307917888563,0.4875690607734806,0.3320158102766798,0.0
0.0,0.1304347826086882,0.2345679012345698,0.1941348973607038,0.5497237569060773,0.3636363636363636,0.0
0.0,0.4891304347826093,0.5802469135802468,0.3008797653958944,0.3660220994475138,0.8063241106719367,0.0
0.0,0.3260869565217348,0.3333333333333357,0.2369501466275659,0.3701657458563536,0.5019762845849802,0.0
1.0,0.7499999999999929,0.6790123456790127,0.2826979472140762,0.356353591160221,0.4545454545454545,0.0
0.0,0.7065217391304301,0.654320987654323,0.2756598240469209,0.3964088397790055,0.7707509881422925,0.0
0.0,0.3152173913043441,0.3209876543209944,0.1724340175953079,0.6367403314917126,0.1857707509881422,0.0
0.0,0.4456521739130394,0.4074074074074119,0.130791788856305,0.6008287292817679,0.3399209486166007,0.0
0.0,0.3043478260869534,0.2469135802469111,0.0633431085043988,0.6146408839779004,0.1660079051383399,0.0
0.0,0.3695652173912975,0.5432098765432158,0.2574780058651027,0.4281767955801104,0.4426877470355731,0.0
0.0,0.4891304347826093,0.5061728395061778,0.3331378299120235,0.4088397790055249,0.6047430830039525,0.0
0.0,0.25,0.3456790123456841,0.1589442815249266,0.5359116022099447,0.458498023715415,0.0
2.0,0.3152173913043441,0.5308641975308674,0.1478005865102639,0.5580110497237569,0.2687747035573122,0.0
0.0,0.5326086956521721,0.4567901234567912,0.2029325513196481,0.4585635359116022,0.7667984189723319,0.0
1.0,0.3478260869565162,0.4444444444444499,0.340175953079179,0.3232044198895027,0.1936758893280632,0.0
1.0,0.2717391304347814,0.2592592592592595,0.212316715542522,0.5511049723756906,0.0316205533596837,0.0
2.0,0.5543478260869534,0.6172839506172849,0.278592375366569,0.4488950276243094,0.5019762845849802,0.0
0.0,0.2717391304347814,0.2716049382716008,0.1560117302052786,0.6187845303867403,0.1818181818181818,0.0
0.0,0.5652173913043441,0.5555555555555571,0.3419354838709678,0.3052486187845303,0.1067193675889328,0.0
0.0,0.4239130434782581,0.5802469135802468,0.2281524926686217,0.462707182320442,0.1462450592885375,0.0
0.0,0.7499999999999929,0.6666666666666714,0.1390029325513196,0.5966850828729281,0.2411067193675889,0.0
2.0,0.4456521739130394,0.4444444444444499,0.3296187683284457,0.3370165745856353,0.0,0.0
1.0,0.8260869565217348,0.654320987654323,0.1296187683284457,0.5096685082872928,0.2055335968379446,0.0
0.0,0.7934782608695627,0.7654320987654302,0.244574780058651,0.4378453038674033,0.2727272727272727,0.0
0.0,0.9673913043478208,0.9753086419753104,0.1689149560117302,0.4999999999999999,0.608695652173913,0.0
1.0,0.8152173913043441,0.654320987654323,0.1912023460410558,0.4088397790055249,0.3241106719367588,0.0
0.0,0.9021739130434768,0.8148148148148167,0.2551319648093841,0.3522099447513812,0.8932806324110671,0.0
0.0,0.4021739130434767,0.5802469135802468,0.2252199413489736,0.4461325966850828,0.5019762845849802,0.0
0.0,0.5760869565217348,0.5555555555555571,0.2193548387096774,0.5262430939226519,0.075098814229249,0.0
1.0,0.9565217391304373,0.9382716049382722,0.3190615835777126,0.3383977900552486,0.6996047430830039,0.0
1.0,0.3804347826086953,0.4938271604938293,0.163049853372434,0.6008287292817679,0.5573122529644269,0.0
1.0,0.3043478260869534,0.2716049382716008,0.1847507331378299,0.4999999999999999,0.0,0.0
0.0,0.3804347826086953,0.4938271604938293,0.1900293255131965,0.4861878453038674,0.5177865612648221,0.0
0.0,0.7717391304347743,0.7530864197530889,0.1565982404692082,0.5469613259668508,0.5573122529644269,0.0
1.0,0.8260869565217348,0.827160493827158,0.1407624633431085,0.5828729281767955,0.8142292490118577,0.0
0.0,0.5543478260869534,0.5061728395061778,0.1255131964809385,0.6118784530386739,0.7944664031620553,0.0
1.0,0.4673913043478279,0.4567901234567912,0.2486803519061584,0.3591160220994475,0.5612648221343873,0.0
1.0,0.5652173913043441,0.7037037037037024,0.3296187683284457,0.3287292817679558,0.1818181818181818,0.0
1.0,0.2934782608695627,0.4074074074074119,0.1243401759530792,0.7196132596685082,0.3122529644268774,0.0
2.0,0.7608695652173907,0.7160493827160508,0.2023460410557185,0.4751381215469614,0.1857707509881422,0.0
0.0,0.1630434782608674,0.2716049382716008,0.3079178885630498,0.3729281767955801,0.4387351778656126,0.0
0.0,0.6847826086956488,0.6049382716049436,0.1231671554252199,0.6298342541436464,0.6482213438735177,0.0
1.0,0.8369565217391255,0.6666666666666714,0.1120234604105572,0.697513812154696,0.4624505928853755,1.0
1.0,0.7499999999999929,0.6790123456790127,0.2129032258064516,0.5497237569060773,0.2490118577075098,0.0
0.0,0.4239130434782581,0.3456790123456841,0.4023460410557185,0.3204419889502762,0.5454545454545454,0.0
2.0,0.3913043478260789,0.5432098765432158,0.1589442815249266,0.6367403314917126,0.7391304347826086,0.0
1.0,0.2717391304347814,0.2592592592592595,0.2586510263929619,0.3908839779005525,0.0711462450592885,0.0
0.0,0.4891304347826093,0.481481481481488,0.244574780058651,0.3756906077348066,0.5494071146245059,0.0
1.0,0.5108695652173907,0.7037037037037024,0.3577712609970676,0.2803867403314917,0.8418972332015809,0.0
2.0,0.6847826086956488,0.518518518518519,0.1419354838709677,0.6878453038674033,0.375494071146245,0.0
0.0,0.7934782608695627,0.7654320987654302,0.1014662756598241,0.6104972375690607,0.2648221343873517,0.0
0.0,0.7826086956521721,0.5679012345679055,0.2973607038123167,0.3839779005524862,0.2608695652173913,0.0
0.0,0.6521739130434767,0.654320987654323,0.0979472140762464,0.5621546961325966,0.308300395256917,0.0
1.0,0.3260869565217348,0.3827160493827222,0.1231671554252199,0.643646408839779,0.0513833992094861,0.0
0.0,0.7608695652173907,0.6913580246913611,0.293841642228739,0.4226519337016574,0.5019762845849802,0.0
1.0,0.5978260869565162,0.6172839506172849,0.1114369501466275,0.5649171270718232,0.8102766798418972,0.0
0.0,0.3152173913043441,0.3209876543209944,0.1624633431085044,0.5248618784530386,0.5217391304347826,0.0
0.0,0.9021739130434768,0.7530864197530889,0.2263929618768329,0.3853591160220994,0.3833992094861659,0.0
1.0,0.5543478260869534,0.7160493827160508,0.3337243401759531,0.324585635359116,0.458498023715415,0.0
0.0,0.7717391304347743,0.6666666666666714,0.1565982404692082,0.5662983425414364,0.7707509881422925,0.0
1.0,0.2391304347826022,0.3580246913580325,0.098533724340176,0.6588397790055248,0.0830039525691699,0.0
1.0,0.6739130434782581,0.5802469135802468,0.8551319648093842,0.1132596685082872,0.0830039525691699,1.0
1.0,0.3804347826086953,0.518518518518519,0.1841642228739003,0.4337016574585636,0.2371541501976284,0.0
0.0,0.3586956521739139,0.5308641975308674,0.0897360703812316,0.6104972375690607,0.1660079051383399,0.0
0.0,0.3804347826086953,0.4197530864197603,0.1806451612903226,0.6256906077348066,0.5059288537549407,0.0
0.0,0.3913043478260789,0.518518518518519,0.1126099706744868,0.6671270718232044,0.4268774703557312,0.0
2.0,0.1521739130434696,0.2962962962963047,0.2035190615835778,0.5870165745856353,0.8023715415019762,0.0
0.0,0.6086956521739069,0.790123456790127,0.1718475073313783,0.5331491712707181,0.6758893280632411,0.0
0.0,0.7717391304347743,0.654320987654323,0.1724340175953079,0.6091160220994475,0.3122529644268774,0.0
0.0,0.8043478260869534,0.790123456790127,0.2973607038123167,0.3895027624309392,0.6126482213438734,0.0
0.0,0.8478260869565233,0.6790123456790127,0.2621700879765396,0.4337016574585636,0.0909090909090909,0.0
1.0,0.7608695652173907,0.654320987654323,0.1994134897360704,0.4281767955801104,0.2845849802371541,0.0
0.0,0.6739130434782581,0.5679012345679055,0.1372434017595308,0.5220994475138121,0.1106719367588932,0.0
0.0,0.4782608695652115,0.5679012345679055,0.1841642228739003,0.542817679558011,0.3992094861660079,0.0
2.0,0.7608695652173907,0.7654320987654302,0.1131964809384165,0.6712707182320441,0.608695652173913,0.0
0.0,0.5869565217391255,0.5925925925925952,0.2082111436950147,0.6022099447513811,0.758893280632411,0.0
1.0,0.6630434782608603,0.6790123456790127,0.1730205278592376,0.4516574585635359,0.0988142292490118,0.0
0.0,0.5326086956521721,0.7283950617283992,0.113782991202346,0.7334254143646408,0.6126482213438734,0.0
1.0,0.8043478260869534,0.790123456790127,0.1155425219941349,0.5953038674033149,0.6956521739130435,0.0
0.0,0.7065217391304301,0.654320987654323,0.2492668621700879,0.4074585635359116,0.0158102766798418,0.0
0.0,0.5326086956521721,0.7407407407407405,0.2692082111436951,0.3729281767955801,0.7549407114624506,0.0
2.0,0.5869565217391255,0.5925925925925952,0.2263929618768329,0.4820441988950276,0.5098814229249011,0.0
1.0,0.4565217391304301,0.5432098765432158,0.1043988269794722,0.7914364640883977,0.2648221343873517,0.0
0.0,0.6195652173912976,0.790123456790127,0.2897360703812317,0.3715469613259669,0.7905138339920948,0.0
2.0,0.4347826086956488,0.5802469135802468,0.1243401759530792,0.5676795580110496,0.6403162055335968,0.0
2.0,0.2173913043478208,0.3333333333333357,0.4005865102639296,0.2665745856353591,0.3557312252964427,0.0
0.0,0.2391304347826022,0.3950617283950635,0.1225806451612904,0.6022099447513811,0.7391304347826086,0.0
1.0,0.4239130434782581,0.3827160493827222,0.3043988269794722,0.4102209944751381,0.7312252964426877,0.0
0.0,0.7065217391304301,0.6419753086419746,0.4211143695014663,0.2886740331491713,0.1225296442687746,0.0
1.0,0.7608695652173907,0.7407407407407405,0.1096774193548387,0.6878453038674033,0.6521739130434783,0.0
0.0,0.4021739130434767,0.5432098765432158,0.1653958944281525,0.4640883977900552,0.2213438735177865,0.0
0.0,0.5108695652173907,0.4444444444444499,0.2211143695014663,0.3577348066298342,0.6640316205533596,0.0
1.0,0.2717391304347814,0.4197530864197603,0.1425219941348974,0.5759668508287292,0.0079051383399209,0.0
